,source,published,title,abstract,type,scrapper,label,query_date,query_pattern
1194,Australian Government Department of Health,"Fri, 05 Nov 2021 04:21:04 GMT",Review and development of a specialisation verification framework for My Aged Care – Final report - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1195,Australian Government Department of Health,"Wed, 27 Oct 2021 07:00:00 GMT",Making it easier for senior Australians to access and navigate aged care - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1196,Australian Government Department of Health,"Fri, 01 Oct 2021 07:00:00 GMT",Australian Health Protection Principal Committee (AHPPC) statement on visitation in residential aged care facilities - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1197,The Australian Financial Review,"Mon, 18 Oct 2021 07:00:00 GMT",How to find the best aged care home - The Australian Financial Review,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1198,Monash Lens,"Fri, 22 Oct 2021 07:00:00 GMT",The urgent need to train aged care staff to report and prevent sexual assault - Monash Lens,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1199,Talking Aged Care,"Thu, 28 Oct 2021 07:00:00 GMT",Face-to-face My Aged Care supports roll out next week - Talking Aged Care,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1200,Talking Aged Care,"Tue, 05 Oct 2021 07:00:00 GMT",National Cabinet approves reduced visitor restrictions plan for aged care homes - Talking Aged Care,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1201,Australian Government Department of Health,"Wed, 13 Oct 2021 16:24:09 GMT",Dentists and dental practitioners - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1202,Australian Ageing Agenda,"Tue, 12 Oct 2021 07:00:00 GMT",Peaks unite to ‘take stock’ of aged care representation - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1203,Australian Government Department of Health,"Wed, 13 Oct 2021 07:00:00 GMT",Consultation opens on draft Primary Health Care 10 Year Plan - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1204,The Guardian Australia,"Thu, 28 Oct 2021 07:00:00 GMT",Victoria aged care sector angry at ‘bizarre’ decision to allow unvaccinated visitors in homes - The Guardian Australia,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1205,Australian Government Department of Health,"Tue, 12 Oct 2021 07:00:00 GMT",Australia launches world's first children's mental health and wellbeing strategy - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1206,Talking Aged Care,"Tue, 19 Oct 2021 07:00:00 GMT",Union concerned trade deal may provide loopholes for overseas aged care companies - Talking Aged Care,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1207,Australian Government Department of Health,"Tue, 19 Oct 2021 07:00:00 GMT",Department of Health Annual Report 2020–21 - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1208,Australian Government Department of Health,"Sun, 17 Oct 2021 07:00:00 GMT",Australia secures additional COVID-19 treatments | Health and Aged Care Portfolio Ministers - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1209,Central Coast News,"Thu, 14 Oct 2021 07:00:00 GMT",Aged care facilities welcome back visitors - Central Coast Health - Central Coast News,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1210,Australian Government Department of Health,"Sun, 10 Oct 2021 07:00:00 GMT",World Mental Health Day—mental health care for all Australians - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1211,Australian Ageing Agenda,"Fri, 15 Oct 2021 07:00:00 GMT",StewartBrown funded to assist providers with reporting - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1212,Australian Government Department of Health,"Sun, 24 Oct 2021 07:00:00 GMT",Medicare rebates for bowel inflammation testing | Health and Aged Care Portfolio Ministers - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1213,Australian Government Department of Health,"Mon, 18 Oct 2021 07:00:00 GMT",Head to Health pop-up mental health clinic to support Canberrans - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1214,Talking Aged Care,"Tue, 26 Oct 2021 07:00:00 GMT",Private Members' bill aims to cap admin fees on Home Care Packages - Talking Aged Care,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1215,The Weekly SOURCE,"Thu, 21 Oct 2021 07:00:00 GMT",Hall & Prior CEO Graeme Prior: many aged care homes will close - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1216,Talking Aged Care,"Thu, 21 Oct 2021 07:00:00 GMT",Aged care residents first in line for COVID-19 booster shot - Talking Aged Care,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1217,Australian Government Department of Health,"Fri, 01 Oct 2021 07:00:00 GMT",mRNA COVID-19 vaccines available for Australians 12+ | Health and Aged Care Portfolio Ministers - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1218,Media Statements,"Fri, 29 Oct 2021 07:00:00 GMT",More SPACE for palliative care in Wide Bay - Media Statements,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1219,Australian Government Department of Health,"Fri, 01 Oct 2021 07:00:00 GMT",Australian Health Protection Principal Committee (AHPPC) statement on the role of ventilation in reducing the risk of transmission of COVID-19 - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1220,Talking Aged Care,"Thu, 14 Oct 2021 07:00:00 GMT",COVID-19 discourages more Baby Boomers from entering aged care - Talking Aged Care,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1221,Australian Government Department of Health,"Fri, 22 Oct 2021 07:00:00 GMT",$85 million to explore Australian and global health challenges - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1222,Australian Government Department of Health,"Mon, 11 Oct 2021 07:00:00 GMT",$5.15 million in scholarships to grow Australia's mental health workforce - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1223,Inside Ageing,"Wed, 13 Oct 2021 07:00:00 GMT",National worker crunch to deepen aged care staff shortages - Inside Ageing,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1224,Australian Government Department of Health,"Wed, 27 Oct 2021 07:00:00 GMT",TGA approval for Pfizer COVID-19 vaccine booster dose - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1225,Australian Government Department of Health,"Wed, 20 Oct 2021 07:00:00 GMT",$25 million to boost stem cell research in Australia - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1226,Australian Government Department of Health,"Sun, 24 Oct 2021 07:00:00 GMT",Spread Freedom - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1227,Australian Government Department of Health,"Fri, 08 Oct 2021 07:00:00 GMT",New project to combat concussion and brain injury in sport - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1228,Australian Government Department of Health,"Fri, 15 Oct 2021 02:58:15 GMT",AusVaxSafety 2020 summary report - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1229,Australian Government Department of Health,"Fri, 08 Oct 2021 07:00:00 GMT",Booster shot for severely immunocompromised Australians | Health and Aged Care Portfolio Ministers - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1230,Herald Sun,"Sun, 24 Oct 2021 07:00:00 GMT","Bashings, burns: Vic nursing homes fail audit - Herald Sun",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1231,Australian Government Department of Health,"Fri, 15 Oct 2021 07:00:00 GMT",Extending support for Australian families following infant loss - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1232,ABC News,"Thu, 28 Oct 2021 07:00:00 GMT",Pingelly pioneers virtual aged care to keep older residents in their homes - ABC News,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1233,Australian Government Department of Health,"Wed, 13 Oct 2021 07:00:00 GMT",Grant open for research to improve hearing support services - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1234,Australian Government Department of Health,"Mon, 04 Oct 2021 07:00:00 GMT",Australia secures additional supplies of sotrovimab | Health and Aged Care Portfolio Ministers - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1235,Australian Government Department of Health,"Sat, 30 Oct 2021 07:00:00 GMT",New and amended PBS listings to help thousands of Australians - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1236,Australian Government Department of Health,"Thu, 14 Oct 2021 07:00:00 GMT",$30 million investment in research to drive better health - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1237,The Weekly SOURCE,"Thu, 28 Oct 2021 07:00:00 GMT",Archer Capital seeks to sell its aged care provider Allity yet again - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1238,The Weekly SOURCE,"Thu, 14 Oct 2021 07:00:00 GMT",Hall & Prior opens $70M aged care home in Sydney’s south – community facilities open to the public - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1239,Australian Government Department of Health,"Fri, 29 Oct 2021 07:00:00 GMT",Minister Hunt's Press Conference in Melbourne on 29 October 2021 on New funding to support COVID-19 cases at home and COVID-19 vaccination rollout - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1240,Australian Government Department of Health,"Fri, 22 Oct 2021 07:00:00 GMT","Hotspot lifted for the Rural City of Mildura, and extended for Greater Melbourne, for the purposes of Commonwealth support - Australian Government Department of Health",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1241,Australian Ageing Agenda,"Thu, 28 Oct 2021 07:00:00 GMT",Upskilling staff more cost-effective than recruiting new - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1242,Australian Government Department of Health,"Fri, 15 Oct 2021 07:00:00 GMT",National Immunisation Program: Shingles vaccination catch-up program extended - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1243,The Conversation,"Tue, 05 Oct 2021 07:00:00 GMT",Only 3.8% of Australian aged care homes would meet new mandatory minimum staffing standards: new research - The Conversation,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1244,Australian Government Department of Health,"Tue, 05 Oct 2021 07:00:00 GMT",A new pathway to help families coping with drug and alcohol harms - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1245,The Age,"Fri, 22 Oct 2021 07:00:00 GMT",The intense pressure on our aged care workers - The Age,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1246,Inside Ageing,"Sat, 16 Oct 2021 07:00:00 GMT",Benetas to build new residential aged care facility in the Macedon Ranges - Inside Ageing,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1247,Geelong Advertiser,"Sat, 23 Oct 2021 07:00:00 GMT",Covid hits Geelong aged care home - Geelong Advertiser,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1248,The Weekly SOURCE,"Thu, 21 Oct 2021 07:00:00 GMT",Are you strategizing how to use your data and analytics to achieve compliance and business success in aged care? - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1249,Australian Government Department of Health,"Sun, 24 Oct 2021 07:00:00 GMT",New help for Australians on the IVF journey - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1250,Australian Government Department of Health,"Fri, 29 Oct 2021 07:00:00 GMT",Bonded Medical Program – information for prospective students webinar - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1251,The Weekly SOURCE,"Tue, 26 Oct 2021 07:00:00 GMT",Updated: KPMG survey seeks feedback on aged care sector representation – deadline extended to 11:45pm Friday - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1252,The Weekly SOURCE,"Thu, 14 Oct 2021 07:00:00 GMT",More deaths as cases of COVID-19 in NSW aged care residents and staff fall - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1253,The Weekly SOURCE,"Thu, 07 Oct 2021 07:00:00 GMT",COVID-19 cases rising in Victorian aged care homes - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1254,The West Australian,"Mon, 18 Oct 2021 07:00:00 GMT","WA aged-care providers Hall and Prior, ValleyView Residence to launch ‘world-first’ administration platform - The West Australian",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1255,Australian Hospital + Healthcare Bulletin,"Wed, 13 Oct 2021 07:00:00 GMT",In Conversation with Dr Brett Shannon - Australian Hospital + Healthcare Bulletin,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1256,Australian Ageing Agenda,"Fri, 08 Oct 2021 07:00:00 GMT",Aged care RNs eligible for commitment bonus - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1257,Australian Government Department of Health,"Wed, 27 Oct 2021 07:00:00 GMT",Minister Hunt's Press Conference in Canberra on 27 October 2021 on TGA approves Pfizer booster shot roll out and vaccination shots prepared for 5-11 year olds - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1258,Australian Ageing Agenda,"Wed, 20 Oct 2021 07:00:00 GMT",COVID test kits delivered to 460 high risk facilities - Australian Ageing Agenda,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1259,ABC News,"Fri, 08 Oct 2021 07:00:00 GMT",AMA 'disappointed' by GPs' decision to withdraw services from Mid West aged care homes over compulsory vaccinations - ABC News,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1260,Australian Government Department of Health,"Sun, 24 Oct 2021 07:00:00 GMT",Breast cancer treatment expanded on the Pharmaceutical Benefits Scheme - Australian Government Department of Health,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1261,Adelaide Advertiser,"Thu, 14 Oct 2021 07:00:00 GMT",New probe into tragic case of missing elderly man - Adelaide Advertiser,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1262,The Weekly SOURCE,"Thu, 21 Oct 2021 07:00:00 GMT","QLD, SA and TAS yet to mandate COVID-19 vaccine for in-home and community aged care workers - The Weekly SOURCE",null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
1263,The Weekly SOURCE,"Thu, 28 Oct 2021 07:00:00 GMT",90% of Japara shareholders support $380M Calvary takeover - The Weekly SOURCE,null,grey_lit:title,news_scrapper_2.py,aged_care,20220929T203518,"q=""aged%20care""%20AND%20%20(injury%20OR%20safety%20OR%20health%20OR%20accident%20OR%20stress%20OR%20risk%20OR%20ohs)+before:2021-10-31+after:2021-10-01"
